bin	CHR	START	END	SRR089377	SRR054598	SRR053605	SRR054594	SRR089397	SRR054614	SRR089402	SRR053676	SRR053633	SRR053617	SRR054608	SRR053608	SRR054602	SRR089401	SRR053668	SRR054606	SRR054613	SRR053631	SRR054575	SRR053679	SRR054604	SRR053611	SRR053607	SRR053602	SRR054610
4249	chr15	80904264	81410132	2094	294	977	218	2011	1527	939	369	2525	1162	1229	611	1406	1376	876	796	1186	1654	656	224	267	1214	648	975	1310
4250	chr15	81410131	81918474	2286	251	826	218	1951	1324	1264	244	2218	1026	964	690	1192	1148	900	719	1016	1545	648	220	219	1185	587	1055	1302
4251	chr15	81918473	82463445	2158	252	805	196	1966	1589	907	286	1870	1053	928	787	1404	726	688	643	832	1692	667	280	271	1035	680	866	1219
4252	chr15	82463444	83608138	1752	243	922	220	2020	1675	1180	270	1691	693	992	717	1323	946	879	627	1244	1551	681	288	244	981	626	801	1205
4253	chr15	83608137	84129694	2015	297	836	223	1697	1857	1045	223	1739	1199	1205	854	1599	1125	1057	833	1248	1234	698	400	306	977	814	971	1418
4254	chr15	84129693	84643070	1797	276	866	164	2022	1348	1261	341	1943	1178	1064	788	1458	928	1244	598	1164	1607	584	256	206	1080	550	915	1357
4255	chr15	84643069	85387950	1814	291	779	179	1403	1342	1370	257	1888	1214	1095	688	1226	1129	840	847	1071	1671	783	288	223	954	594	794	1349
4256	chr15	85387949	85976830	1673	217	708	182	1822	1095	1713	295	1800	1011	1023	660	1368	1007	902	662	983	1336	828	177	216	879	588	803	1296
4257	chr15	85976829	86491029	1690	259	869	198	1724	1469	1230	152	1866	980	894	773	1290	881	1271	500	1148	1308	680	194	201	993	537	1059	1254
4258	chr15	86491028	86998958	2027	327	949	225	2090	1868	2480	482	1838	1182	1416	598	1498	1777	954	790	1597	1893	1292	368	440	996	663	914	1733
4259	chr15	86998957	87517964	2377	350	896	274	1940	2111	2639	449	2084	1190	1830	696	1522	2353	1044	846	2148	1487	1310	362	677	1089	549	836	1828
4260	chr15	87517963	88045865	2296	358	936	285	1870	2173	2542	533	2245	1477	1929	724	1818	2191	904	936	2107	1871	1503	415	687	1125	605	973	2026
4261	chr15	88045864	88562298	2041	416	778	292	1856	2169	2832	433	2001	1226	1511	740	1427	2272	872	846	2071	1659	1481	417	606	1073	554	854	1562
4262	chr15	88562297	89070391	1894	390	891	288	2031	1925	3254	460	2293	1144	2015	676	1574	2244	861	774	2517	1538	1254	451	627	1060	550	851	1803
4263	chr15	89070390	89593620	2434	462	765	293	2038	2492	2993	540	1636	947	2008	754	1647	2810	699	1020	2231	1784	1530	507	718	1007	542	791	2032
4264	chr15	89593619	90100226	1899	451	917	320	2075	1973	2800	467	1936	1092	1819	779	1888	2360	550	799	2143	1554	1445	498	585	1082	590	846	1939
4265	chr15	90100225	90616160	1976	426	710	269	1792	1804	2726	433	1713	968	1793	503	1699	2161	576	836	2208	1297	1119	435	659	949	504	868	1565
4266	chr15	90616159	91125055	2081	411	766	313	1893	1986	2811	408	1684	1006	1792	609	1605	2289	1002	995	2190	1161	1284	462	596	1015	526	755	1801
4267	chr15	91125054	91634578	1693	329	732	282	1784	1878	2977	518	1694	1066	1624	603	1613	2678	1040	700	2237	1345	1056	475	639	966	601	792	2095
4268	chr15	91634577	92153414	1798	352	914	280	1894	2425	2831	564	1769	1093	1964	629	1784	2271	1340	895	2478	1863	1490	520	738	1157	604	898	1754
4269	chr15	92153413	92658520	2089	461	821	291	2127	2258	3253	431	2020	1195	1893	774	1820	2227	1057	886	2737	1660	1285	592	795	949	550	918	1936
4270	chr15	92658519	93171614	1906	497	877	344	1606	2088	2624	540	1780	938	1863	687	1759	2754	1048	1169	2311	1675	1407	562	706	1057	581	884	2553
4271	chr15	93171613	93684755	1839	403	663	314	1638	1856	2601	417	1781	975	1766	541	1599	2293	1029	1161	2150	1156	1238	513	596	942	511	902	1644
4272	chr15	93684754	94200430	1698	481	891	321	1843	2163	2549	472	2083	1172	2144	787	1769	2303	1283	1072	2113	1538	1251	516	683	1006	706	1016	2143
4273	chr15	94200429	94718479	1830	313	721	243	1831	1813	2200	646	1785	1159	1621	740	1627	2343	1030	985	2063	1667	1195	443	575	966	602	997	1611
4274	chr15	94718478	95224202	2065	302	753	230	1762	1595	2305	469	1823	1113	1592	610	1608	1905	1214	945	1743	1245	1290	467	624	857	485	756	1645
4275	chr15	95224201	95731130	1745	322	860	248	2149	1818	2282	563	1700	1212	1816	713	1702	2283	1156	1169	2077	1440	1313	424	607	1058	644	838	2043
4276	chr15	95731129	96233857	1846	371	956	278	1856	2036	2298	545	1877	1139	1894	766	1613	2376	1156	1045	2125	1629	1208	438	721	1133	731	961	1888
4277	chr15	96233856	96736932	1553	363	785	270	1944	2111	2346	433	2204	1149	1767	754	1545	1790	1171	1076	1949	1447	1100	398	611	1113	580	798	1665
4278	chr15	96736931	97244653	1907	407	852	311	1972	2136	2355	494	2213	1105	2037	681	1652	2002	1198	1003	1929	1470	1160	448	734	1105	721	816	1688
4279	chr15	97244652	97753139	2025	369	776	276	2240	1935	1912	413	2022	1098	1798	650	1728	1880	1294	1268	1459	1599	1723	428	656	1166	585	866	1766
4280	chr15	97753138	98282728	1984	389	963	244	2035	2206	1255	285	1961	1253	1910	725	1769	908	917	1159	1550	1482	566	168	618	942	584	779	1831
4281	chr15	98282727	98794873	2283	410	755	307	1832	2101	1353	234	1823	1052	1923	623	1630	962	818	1054	1349	1432	765	209	536	1090	526	773	1944
4282	chr15	98794872	99300994	1956	429	851	291	1877	2231	1322	311	1501	1219	1865	850	1530	921	1006	1214	1701	1344	745	230	651	978	571	876	2019
4283	chr15	99300993	99808044	1677	379	751	392	1601	2178	1510	287	2480	993	1751	907	1795	1210	967	1053	1770	1443	753	222	627	1051	701	1163	1797
4284	chr15	99808043	100318469	1970	442	700	325	2014	1871	1382	420	1743	971	2030	722	1549	1020	1157	1096	1602	1470	634	220	876	1005	532	907	2010
4285	chr15	100318468	100850757	1843	340	849	269	1808	1683	1476	219	1966	881	1899	653	1523	954	1050	1119	1702	1398	821	268	852	985	504	736	1639
4286	chr15	100850756	101377863	1666	390	919	331	1810	2486	1475	301	1514	1006	1908	531	1806	1114	1058	1262	1708	1360	745	241	1031	1146	616	911	1958
4287	chr15	101377862	101885997	2106	475	865	270	1862	2507	1457	304	1996	1159	2318	854	1968	1222	798	1425	1951	1593	756	330	877	1035	572	970	1964
4288	chr15	101885996	102531392	1861	422	717	304	1929	2205	1237	262	1717	1131	2153	723	1885	952	610	1222	1623	1501	827	366	943	1191	623	846	1897
4289	chr16	1	597224	1850	354	850	280	1672	1771	1304	197	2077	948	1467	797	1115	1326	423	843	1512	1308	810	249	415	967	755	677	1615
4290	chr16	597223	1112478	2483	672	782	464	1540	2360	2971	429	1543	1457	1876	931	2019	2488	640	1012	2651	1593	1045	401	681	968	610	833	2649
4291	chr16	1112477	1639952	1607	302	631	269	1763	1703	3083	436	1880	891	1637	626	1505	2495	799	1054	1651	1430	1533	534	537	963	336	614	2049
4292	chr16	1639951	2151673	1731	308	704	240	1422	1660	2836	507	1877	1032	1215	503	901	2475	768	824	1629	1072	1111	466	521	802	509	725	1812
4293	chr16	2151672	2778776	2002	334	704	175	1637	1527	2132	356	1680	1012	1616	581	1152	2565	664	806	1256	886	1204	398	514	794	471	715	1733
4294	chr16	2778775	3291591	1668	344	919	248	1899	2308	2507	522	2335	965	1431	660	1424	2286	573	1027	1543	1917	1459	522	632	1203	566	895	1601
4295	chr16	3291590	3801689	2064	394	740	261	1887	1766	2597	461	1891	985	1592	703	1370	2469	697	1032	1727	1274	1468	546	679	1017	451	679	2044
4296	chr16	3801688	4308971	1885	337	676	245	1706	2106	2525	496	2006	1163	1359	668	1147	2591	673	960	1629	1322	1324	504	654	1021	668	639	1917
4297	chr16	4308970	4815163	2028	251	677	221	1724	1756	2151	407	1659	899	1147	643	1167	2074	928	726	1455	1426	1161	506	555	1116	638	653	1443
4298	chr16	4815162	5353146	1932	392	731	239	2141	2081	2585	501	1782	1051	1323	580	1277	2332	968	941	1635	1194	1094	500	706	953	552	897	1815
4299	chr16	5353145	5859581	2098	509	858	323	2260	2878	2822	504	2574	1274	1757	639	1562	2712	1179	1090	2192	1911	1574	545	874	1168	677	941	2138
4300	chr16	5859580	6364487	2383	478	879	296	1750	2099	2431	754	1906	1244	1595	769	1460	2148	981	1073	1711	1760	1526	539	847	1097	732	1140	1991
4301	chr16	6364486	6868301	2395	410	1008	316	1870	2450	2846	584	2221	1201	1555	795	1324	2714	931	924	1472	1566	1424	549	789	1078	671	898	1867
4302	chr16	6868300	7371265	2107	500	1089	407	2067	2291	2495	723	2604	1198	1714	739	1529	2826	792	1166	1857	1747	1703	605	898	1039	718	937	1986
4303	chr16	7371264	7877496	2840	459	1008	329	2248	2620	2600	667	2447	1461	1839	885	1294	2709	512	1203	1943	1882	1572	579	847	1213	694	937	2261
4304	chr16	7877495	8387893	1936	439	886	335	1801	2448	3200	762	2410	1386	1707	758	1371	2150	616	1229	2053	1643	1476	522	788	1273	695	907	2061
4305	chr16	8387892	8947965	2189	473	853	305	1955	2681	3327	588	2114	1082	1752	750	1492	3111	641	1223	2306	1736	1335	488	835	1143	701	909	2136
4306	chr16	8947964	9459483	2279	394	673	264	2381	2146	2750	465	2085	1307	1543	739	1337	2662	491	965	1787	1592	1588	448	741	1103	578	762	1847
4307	chr16	9459482	9976974	2305	498	948	312	1965	2445	2860	698	2074	1303	1398	707	1407	2413	494	1126	1813	1415	1436	491	753	1179	740	882	2063
4308	chr16	9976973	10486180	2194	403	840	325	1901	2235	2920	723	2331	1345	1629	766	1624	2590	631	1097	1604	1857	1674	546	765	1074	798	1100	2095
4309	chr16	10486179	10993880	2562	434	751	335	2180	2665	2539	500	1985	1102	1426	740	1369	2538	488	1084	1634	1690	1540	517	759	1052	577	762	2190
4310	chr16	10993879	11499291	2433	484	1082	391	2248	2824	3040	754	2367	1439	1592	683	1583	2231	1058	1225	1872	2291	1719	600	798	1193	686	878	2271
4311	chr16	11499290	12006045	2005	366	743	279	1591	2304	2448	507	2049	1131	1519	746	1164	2004	811	1007	1657	1501	1402	446	680	893	636	806	2244
4312	chr16	12006044	12535609	2407	368	760	272	1722	1936	2685	512	1786	940	1250	727	980	2674	797	990	1608	1586	1436	436	776	1031	531	813	1788
4313	chr16	12535608	13040969	2388	498	948	309	1877	2491	2885	530	2114	1351	1865	757	1511	2419	759	1209	1852	1463	1694	509	783	891	688	833	2129
4314	chr16	13040968	13552175	2214	454	878	324	2222	2220	3139	612	2211	1308	1698	681	1484	2610	575	946	1783	2023	1164	568	943	1246	783	956	2431
4315	chr16	13552174	14056784	1970	326	889	312	2163	2280	2416	550	2106	1292	1628	741	1274	2184	861	1009	1701	1551	1372	438	680	1035	690	792	1854
4316	chr16	14056783	14568350	1866	460	770	293	1871	2060	2647	486	1906	1160	1468	650	1343	2629	627	1042	1510	1406	1322	442	701	1157	607	827	1561
4317	chr16	14568349	15594833	2448	476	740	316	2235	2796	2923	579	1973	1130	2066	907	2000	2655	741	1112	2245	1331	1429	512	714	1074	508	747	2408
4318	chr16	15594832	16100328	1989	559	819	381	1675	2958	2834	621	1963	1083	1861	672	1760	3268	771	1226	2659	1551	1485	412	621	987	560	838	2566
4319	chr16	16100327	17080053	2376	580	913	567	1911	3120	3134	424	2069	1230	2250	674	2014	3109	428	1493	2157	1663	1498	578	772	1109	588	865	2721
4320	chr16	17080052	17586170	2346	568	955	483	2254	3398	3350	632	2493	1337	2087	809	2087	2852	288	1286	2467	1766	1426	530	756	1136	606	954	2835
4321	chr16	17586169	18099261	2307	602	773	493	2118	3140	3134	602	2340	1223	2290	764	1826	2824	78	1579	2435	1561	1585	606	880	1120	665	921	2615
4322	chr16	18099260	19156697	2184	617	713	350	1684	2889	3006	459	1914	1122	2257	661	1883	2529	515	1297	2066	1272	1204	444	731	915	489	689	2913
4323	chr16	19156696	19661968	2060	597	1001	469	1940	3578	2794	687	2446	1108	2318	725	2211	2910	703	1409	2885	1561	1597	610	752	1118	582	829	3297
4324	chr16	19661967	20167514	1786	1017	948	597	1982	4638	4122	935	2100	1346	3246	814	2931	4006	567	2315	3568	1744	2197	917	1230	1037	714	962	4247
4325	chr16	20167513	20763174	2384	734	774	636	2101	3800	3457	784	2414	1090	2741	652	2133	3288	744	1782	3079	1497	1705	725	1129	1149	653	862	3890
4326	chr16	20763173	21277983	1972	439	727	445	2149	2849	2936	612	2052	1107	2047	782	1686	2522	546	1384	2144	1603	1445	504	691	1044	521	811	2477
4327	chr16	21277982	22123690	2106	516	707	327	1861	3071	2913	622	1973	950	2130	693	1759	2678	526	1241	2267	1359	1576	487	777	1152	661	858	2793
4328	chr16	22123689	22796999	2146	652	824	648	2488	3517	4066	724	2471	1501	2703	890	2280	3071	765	1864	3001	2063	1774	681	957	1271	679	1033	3275
4329	chr16	22796998	23303090	1878	595	829	449	2077	3671	3231	589	2167	1062	2319	903	2053	2537	619	1363	2298	1779	1409	579	812	1102	673	984	2989
4330	chr16	23303089	23812177	2076	524	672	356	1859	2812	2962	567	1799	1033	2008	696	1666	1935	817	1310	2112	1413	1628	519	770	908	496	722	2460
4331	chr16	23812176	24316785	2602	586	886	506	2336	2796	3371	733	2210	1281	2394	740	2004	2469	1098	1532	2693	2030	1754	557	810	1222	655	798	3263
4332	chr16	24316784	24822659	2255	465	670	441	1762	3084	2340	573	1787	1201	1971	705	1840	2359	1159	1409	2214	1463	1386	553	798	1089	565	794	2705
4333	chr16	24822658	25329128	2184	553	742	423	1836	2977	2274	727	2070	1217	2148	669	2116	2483	1144	1686	2423	1536	1525	574	613	1045	656	767	2592
4334	chr16	25329127	25837354	2423	537	813	292	1956	2667	2619	546	2261	1324	2007	865	1649	2345	1217	1485	1994	1655	1370	536	773	1159	568	867	2261
4335	chr16	25837353	26343185	2176	618	803	423	2241	3396	2840	626	2270	1331	2096	973	1863	2374	1313	1586	2424	1645	1486	529	798	1404	648	1043	3053
4336	chr16	26343184	26853811	2405	531	923	387	2048	3024	2855	523	1888	1166	2237	704	1932	2508	1128	1489	2317	1819	1360	542	886	1154	598	906	2661
4337	chr16	26853810	27358186	2442	607	722	444	1966	3036	2515	741	1972	1289	2308	774	2006	2405	1139	1492	2569	1727	1735	535	781	1248	637	775	2941
4338	chr16	27358185	27862240	2068	601	803	417	2048	3458	3515	522	2292	1206	1887	691	2007	2393	1058	1385	2741	1833	1243	527	821	1193	641	948	2680
4339	chr16	27862239	28498794	1866	515	774	397	1940	3071	2523	539	2059	1181	2146	794	1802	2574	815	1316	2239	1817	1514	682	706	891	588	861	2753
4340	chr16	28498793	29294090	2248	382	838	361	1634	2384	2190	370	1530	1104	1575	446	1401	2164	723	1103	1949	1229	1106	431	533	1059	415	793	2072
4341	chr16	29294089	30059875	1771	399	561	310	1255	2556	2209	434	1575	1034	1404	579	1558	2008	634	1107	1775	1154	1142	465	1007	752	443	693	2222
4342	chr16	30059874	30700994	2033	353	525	302	1681	2186	1853	432	1442	824	1344	521	1348	1831	802	970	1834	1098	926	372	543	887	404	696	1917
4343	chr16	30700993	31212193	1987	402	716	308	1915	2472	2449	635	1643	923	1301	634	1628	2008	999	1232	1700	1233	1163	462	602	995	608	750	2334
4344	chr16	31212192	31746276	2273	471	751	310	1945	2786	2561	563	1751	961	1836	772	1767	2165	743	1161	2043	1573	1411	439	547	969	447	804	2377
4345	chr16	31746275	32818338	3016	559	852	361	2371	3005	3488	564	2021	1378	1962	821	1824	2610	742	1441	2177	1568	1276	514	686	1188	662	870	2689
4346	chr16	32818337	34209948	2593	477	736	274	2265	2565	3097	492	1770	988	1918	643	1880	2607	818	1297	2042	1423	1234	546	645	1108	485	819	2600
4347	chr16	34209947	34745441	1947	513	700	273	1712	2422	2302	419	1889	1031	1973	638	1418	2045	667	1094	1764	1393	1330	471	614	912	500	663	2266
4348	chr16	34745440	46964199	4717	873	1508	573	3676	5107	4320	820	3655	1896	3585	1352	3146	3667	1471	2309	3685	2794	1694	564	1271	2007	1175	1485	4579
4349	chr16	46964198	47493504	2177	496	765	301	1983	2632	1148	201	1916	1053	1914	662	1714	987	1131	1151	2045	1446	683	214	452	1026	575	778	2053
4350	chr16	47493503	48024404	2276	498	768	322	1977	2501	1316	194	2214	1201	1910	673	1546	1157	1086	1226	2186	1613	716	217	384	1101	548	773	2272
4351	chr16	48024403	48543780	2405	549	886	455	1996	3259	1445	278	1904	1260	2302	707	1656	1265	1011	1289	2348	1440	695	258	493	1124	567	819	2411
4352	chr16	48543779	49063196	2297	606	1023	472	1921	2925	1525	217	2371	1159	2173	792	2085	1604	1199	1346	2502	1629	897	216	561	1088	780	762	2900
4353	chr16	49063195	49579618	2362	655	761	499	1652	3132	1575	339	1975	1211	2388	827	2149	1938	1193	1518	2657	1522	967	301	584	1202	646	869	2738
4354	chr16	49579617	50087815	2291	546	888	478	2137	3369	1698	284	2057	1258	2425	637	2437	1519	903	1563	2693	2061	803	280	490	1093	657	848	2535
4355	chr16	50087814	50599530	1793	491	910	450	1956	2879	1285	229	1999	1114	2262	652	1781	1071	543	1349	2164	1650	810	274	460	1041	638	821	2605
4356	chr16	50599529	51108025	2185	663	750	490	1965	2893	1533	135	1800	1078	2269	861	1700	1537	441	1245	2267	1544	716	276	468	1073	665	932	2637
4357	chr16	51108024	51625496	2162	523	969	487	1979	3047	1587	215	2282	1176	2077	889	1676	1465	637	1545	2281	1558	1125	275	549	1208	737	915	2849
4358	chr16	51625495	52138356	2260	519	888	400	1854	2604	1437	172	1997	1006	1958	793	1563	1413	597	1303	2450	1647	611	158	570	1079	600	805	2451
4359	chr16	52138355	52653488	1985	519	907	407	1997	2898	1081	210	2380	1261	1944	781	1531	1228	589	1139	2218	1682	681	254	433	994	649	988	2163
4360	chr16	52653487	53164450	2362	520	924	381	2103	2812	1279	225	2018	1126	2068	677	1902	1289	577	1331	2216	1382	767	244	522	1136	617	987	2458
4361	chr16	53164449	53685435	2350	463	641	361	1696	2532	1501	276	1758	1070	1836	606	1305	1165	504	1089	2136	1345	619	242	446	1023	458	685	2287
4362	chr16	53685434	54200430	1706	417	871	295	1772	2001	1236	362	2052	1081	1582	690	1418	1190	570	1039	1471	1543	679	231	457	1015	710	798	1921
4363	chr16	54200429	54711166	2304	396	824	368	1777	2480	1405	320	2199	1270	1480	829	1512	1213	449	1164	1995	1584	740	379	525	1027	623	830	2119
4364	chr16	54711165	55218537	2312	348	860	267	1690	2092	1459	184	1846	1122	1594	769	1501	1279	516	1104	1698	1328	663	229	477	1015	520	773	1821
4365	chr16	55218536	55732229	2462	347	737	345	1581	2135	1328	221	1763	1102	1475	669	1228	1174	484	918	1495	1477	729	348	482	1181	517	761	1762
4366	chr16	55732228	56276091	1916	380	846	348	1904	2051	1149	247	2027	1235	1511	756	1469	1363	586	1099	1597	1448	835	328	467	1052	619	944	2051
4367	chr16	56276090	56791888	1977	424	919	343	1568	2480	971	257	1693	975	1540	617	1294	1076	454	1128	1657	1283	773	220	486	1154	648	788	1865
4368	chr16	56791887	57302246	1705	389	698	323	1756	2031	840	229	1642	1098	1387	718	1386	1169	383	920	1611	1397	603	265	436	929	621	777	1944
4369	chr16	57302245	57812121	3079	437	883	300	1732	2335	1339	310	2389	991	1616	654	1364	1149	499	1091	1942	1754	801	275	477	1154	557	934	2057
4370	chr16	57812120	58321691	2025	396	818	309	1974	2308	1289	293	2009	1093	1562	677	1444	1098	560	973	1950	1437	827	327	421	888	619	775	2174
4371	chr16	58321690	58836123	2343	410	853	269	1851	1945	1545	303	1839	1208	1721	604	1376	1389	622	1053	1734	1398	957	336	589	1161	515	594	1966
4372	chr16	58836122	59366722	2282	374	838	280	2112	1979	1121	299	2229	1046	1539	714	1074	1285	564	942	1727	1596	655	265	669	1247	573	850	2009
4373	chr16	59366721	59897364	2160	422	906	225	1947	2212	1513	200	1773	1325	1612	686	1367	1110	455	963	1811	1567	743	308	405	1071	642	945	1679
4374	chr16	59897363	60422291	1951	366	802	292	1694	1857	1479	301	1746	934	1424	680	1146	1125	547	817	1553	1454	739	240	467	972	639	740	1569
4375	chr16	60422290	60948271	2149	386	987	329	1952	2247	1283	276	2231	1400	1699	939	1406	1374	555	1067	2006	1720	845	292	520	1232	716	1104	2205
4376	chr16	60948270	61461399	1935	371	954	283	1608	1969	976	324	1974	1029	1264	764	1036	1217	653	954	1586	1614	760	257	442	1023	742	904	1791
4377	chr16	61461398	61985042	2387	386	994	284	2046	1904	1185	253	2087	1228	1417	834	1100	1499	576	1021	1625	1931	627	221	538	1107	679	980	1871
4378	chr16	61985041	62495675	1875	342	854	294	2108	2197	987	317	1991	1139	1344	792	1043	1264	504	985	1237	1469	629	250	481	1009	678	809	1847
4379	chr16	62495674	63007770	2079	383	883	254	1759	1926	1333	346	2135	1277	1304	703	1255	1224	635	940	1409	1642	858	239	589	1175	781	877	1640
4380	chr16	63007769	63540356	1703	345	774	282	1930	2235	1190	252	2155	1093	1517	615	1265	1215	1191	1104	1221	1559	725	243	456	877	546	889	1531
4381	chr16	63540355	64050502	2168	382	798	265	2543	1890	1042	242	1971	1153	1383	653	1067	1248	1178	954	1545	1605	595	268	437	1002	599	951	1809
4382	chr16	64050501	64562451	2320	275	893	208	1917	1655	1465	349	1836	1135	1249	860	955	1180	1254	827	1274	1563	734	241	525	977	618	964	1395
4383	chr16	64562450	65070925	1942	232	892	183	1952	1388	1133	278	1883	1085	1051	715	839	1285	1222	746	1002	1607	636	229	465	1185	609	825	1188
4384	chr16	65070924	65597372	1771	296	1010	224	2094	1462	1136	393	2061	1302	1078	719	837	1211	821	748	1207	1802	776	308	632	1171	712	1045	1274
4385	chr16	65597371	66111271	2173	333	1006	242	2133	1745	1106	291	2343	1254	1207	753	907	1329	670	857	1477	1845	594	276	559	1292	707	853	1160
4386	chr16	66111270	66623881	2186	323	816	286	1905	1227	1644	291	2114	1121	1286	594	927	1306	980	732	1246	1362	856	206	361	1221	598	798	1489
4387	chr16	66623880	67137548	2112	198	583	226	1871	1321	1131	297	1763	994	878	679	737	1247	779	624	970	1207	699	215	386	1016	693	874	1293
4388	chr16	67137547	67648656	2013	269	733	179	1990	1235	1022	190	1922	954	884	673	764	1013	890	613	940	1239	519	143	350	917	693	894	1133
4389	chr16	67648655	68161794	2271	273	718	175	1852	1370	926	240	1720	969	934	752	860	1261	865	706	871	1494	607	212	286	1108	667	809	1411
4390	chr16	68161793	68679355	2408	232	872	163	1697	1468	1150	282	1455	1036	1111	772	822	1173	1039	672	940	1547	821	218	376	969	537	696	1261
4391	chr16	68679354	69191699	1780	249	776	186	1848	1519	1267	235	1630	1067	1233	701	879	1102	1149	786	1320	1297	840	201	330	1100	694	957	1180
4392	chr16	69191698	69707428	1171	147	700	113	1538	1182	1134	235	1461	830	843	475	608	946	780	602	858	1217	671	184	303	940	455	662	895
4393	chr16	69707427	70386879	1806	182	630	189	1865	1402	1513	224	1537	1041	1051	582	872	1302	809	673	1116	1301	688	239	405	977	611	646	1112
4394	chr16	70386878	70931670	2232	272	857	264	1829	2082	1299	360	2181	1297	1454	755	1152	1545	719	920	1440	1639	896	348	494	1126	715	1020	1629
4395	chr16	70931669	71450083	3049	502	1324	376	3164	2705	2456	612	3472	1686	2267	1015	1806	1983	1430	1348	2333	2231	1608	553	624	1588	880	1369	2400
4396	chr16	71450082	71966375	2226	210	765	196	1724	1421	1049	268	1656	1117	969	753	823	1255	657	550	1163	1347	593	312	223	836	593	693	1333
4397	chr16	71966374	72487345	2171	208	887	218	1692	1253	1331	262	2045	1121	923	748	854	1016	597	533	903	1479	552	212	271	942	667	897	1289
4398	chr16	72487344	73011590	1979	251	896	214	1988	1522	1272	260	1847	1232	1153	716	863	1260	598	807	1382	1608	750	298	345	1113	637	950	1331
4399	chr16	73011589	73518547	2479	381	1074	265	2284	1627	1347	413	2398	1363	1234	873	1128	1409	633	709	1362	1967	1055	266	432	1396	680	977	1449
4400	chr16	73518546	74032097	2213	253	923	184	2048	1518	1479	349	2366	1111	1009	726	985	1334	647	801	1535	1650	758	320	416	1227	650	958	1227
4401	chr16	74032096	74624492	1971	265	828	152	1961	1352	1505	221	1703	936	854	597	805	1237	507	669	1022	1289	663	243	390	928	483	850	1151
4402	chr16	74624491	75135674	2014	249	807	244	1830	1295	1404	299	1638	969	1178	640	933	1091	615	627	1153	1834	749	224	308	967	457	713	1397
4403	chr16	75135673	75654364	1928	286	719	156	1631	1713	1510	275	1846	1120	1080	774	897	1062	586	628	1183	1425	668	281	369	1059	690	956	1376
4404	chr16	75654363	76183237	2081	298	976	174	1711	1416	2393	572	2100	1131	1032	758	827	2353	614	631	955	1597	1381	413	466	1016	612	816	1390
4405	chr16	76183236	76699494	2236	271	896	152	2173	1215	2309	563	2167	1055	937	655	683	2097	573	547	832	1347	1179	362	443	1033	648	813	1236
4406	chr16	76699493	77210230	2619	320	823	272	2129	2027	1463	393	1962	1206	1125	681	1064	1318	691	836	1260	1602	693	206	489	1025	666	779	1443
4407	chr16	77210229	77721756	2288	412	874	347	1975	2601	1262	361	2317	1395	1460	901	1450	1374	658	1100	1765	1589	775	209	376	1300	609	1037	1946
4408	chr16	77721755	78231494	2152	319	687	300	2012	1869	1540	324	1941	1260	1252	691	998	1476	646	1000	1745	1621	788	181	323	1261	666	804	1599
4409	chr16	78231493	78738246	2020	294	975	218	1800	1366	1434	457	2114	1205	943	756	722	1253	632	674	1232	1842	805	237	399	1051	648	853	1722
4410	chr16	78738245	79245054	2026	250	1040	231	2259	1579	914	299	2195	1173	1122	888	876	1373	632	724	1189	1720	1013	259	410	1093	822	1032	1521
4411	chr16	79245053	79754294	1886	280	709	216	1838	1325	1031	276	2117	1071	993	808	789	1367	514	728	1078	1601	783	218	391	1129	592	826	1200
4412	chr16	79754293	80272308	2452	316	996	235	2170	1653	1318	329	2368	1243	1111	756	902	1600	567	771	1304	1546	968	249	496	1246	724	1015	1344
4413	chr16	80272307	80785700	2276	306	882	236	1775	1450	1195	293	2112	1309	1285	661	955	1530	559	744	1139	1663	651	254	433	1372	584	793	1346
4414	chr16	80785699	81296631	2043	252	842	207	1974	1265	1183	291	2031	840	935	636	898	1302	566	706	946	1332	671	212	323	960	543	734	1003
4415	chr16	81296630	81807477	2465	309	855	200	2088	1602	1330	253	2107	1254	1204	892	1243	1631	519	731	1354	2170	787	295	425	1048	727	884	1704
4416	chr16	81807476	82327963	2116	285	1094	210	2305	1529	1637	335	2293	1007	1068	751	1021	1322	913	872	1117	1574	826	263	419	1365	693	988	1413
4417	chr16	82327962	82835902	2056	301	1141	220	2143	1616	1564	439	2322	1480	1103	865	887	1421	1242	806	1245	1812	670	266	387	1224	718	1065	1585
4418	chr16	82835901	83342273	2214	228	997	222	1713	1542	1047	409	2053	1235	900	681	845	1206	1380	645	1048	1794	741	289	397	1026	694	818	1309
4419	chr16	83342272	83857266	2038	325	808	218	1943	1691	1349	432	2561	1242	1281	834	758	1707	810	666	1217	1894	708	308	480	1110	738	935	1303
4420	chr16	83857265	84367053	1960	281	870	208	1745	1724	1439	279	1844	939	1435	837	1284	1534	449	733	1421	1364	663	264	300	1217	654	861	1745
4421	chr16	84367052	84878607	2370	455	660	307	2052	2094	1299	207	1819	984	1493	639	1300	1200	298	988	2002	1275	635	191	356	1028	671	856	2074
4422	chr16	84878606	85387760	2183	261	764	291	2014	1855	1140	300	2193	1108	1228	902	923	1181	204	948	1452	1562	687	213	313	933	549	951	1628
4423	chr16	85387759	85902254	2484	463	949	293	2262	2566	1735	334	2902	1330	1739	811	1589	1558	648	1122	1970	2282	799	245	406	1280	685	994	2291
4424	chr16	85902253	86425977	2260	458	834	382	1872	2787	1757	291	2411	1251	1799	853	1606	1517	966	1127	2183	1767	763	191	446	1249	550	771	1998
